Page Source URL,Name Tag,Post Date,Message,Num. of Replies,Post URL,Extraction Date
https://twitter.com/MSFTnews/status/1783851175432917467,@Admkrs,4h,Gut!!! Wir freuen uns auf die beeindruckenden Ergebnisse dieser Partnerschaft.,0,/Admkrs/status/1784554784034369869,28/04/2024 12:36:53
https://twitter.com/MSFTnews/status/1783851175432917467,@CreekHug,Apr 27,Is this you guys or a scam ?,0,/CreekHug/status/1784256838306763185,28/04/2024 12:36:53
https://twitter.com/MSFTnews/status/1783851175432917467,@The_Nano_bits,Apr 26,Exciting collaboration between Estée Lauder Companies and Microsoft! I believe it's going to bring a significant change. Looking forward to seeing the impactful results of this partnership.,0,/The_Nano_bits/status/1783902317391319122,28/04/2024 12:36:53
https://twitter.com/Microsoft/status/1783216848890171902,@Admkrs,4h,Gut!!! Wir freuen uns auf die beeindruckenden Ergebnisse dieser Partnerschaft.,0,/Admkrs/status/1784554784034369869,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@CreekHug,Apr 27,Is this you guys or a scam ?,0,/CreekHug/status/1784256838306763185,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@The_Nano_bits,Apr 26,Exciting collaboration between Estée Lauder Companies and Microsoft! I believe it's going to bring a significant change. Looking forward to seeing the impactful results of this partnership.,0,/The_Nano_bits/status/1783902317391319122,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@RantCell,Apr 25,Exciting!,0,/RantCell/status/1783357129694564663,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Aquataris,Apr 26,Thank you for making the Authenticator app require a code from the Authenticator app to set up. Now I have to wait thirty days to use my Xbox virtual gift card because the only way to change my phone number is to wait a whole month.,0,/Aquataris/status/1783966174822490433,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@AntiPar2ival,Apr 24,There is a scenario here where we overcorrect and cause more harm than good.,0,/AntiPar2ival/status/1783247802312597729,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@oasisbya,Apr 25,We hope to someday live in a world that is as green as we can possibly achieve as humans,0,/oasisbya/status/1783572752605057333,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@0gregory0,Apr 24,http://movewithsonga.co is working on it ,0,/0gregory0/status/1783217680343834918,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@OptimallyAceTV,Apr 25,Is outlook down cannot send or do anything with my emails,0,/OptimallyAceTV/status/1783577161363779945,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Adity_dev_rai,Apr 26,"It's would be good move for our planet, but we can also think when we run Billion of server in this earth so how can we save this planet? everyone know about it when we run server it produces heat, So In this case we should grows plants or we should make AI?",0,/Adity_dev_rai/status/1783940216769880207,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@vic_m_c_01,Apr 26,Uhh y'all's search thing on Bing is glitching again I'm not getting points for my searches again like come on it was working for the past week and now it's back to not working,0,/vic_m_c_01/status/1784003236602548523,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Mid_tense,7h,Did this scène help your brand or not?,0,/Mid_tense/status/1784507744990478404,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Admkrs,4h,Ohne Kohlenstoff stirbt das Leben.,0,/Admkrs/status/1784555264324088106,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@OG_Bri,Apr 24,What do we have to do to bring the Sidekick back?,0,/OG_Bri/status/1783238875759907250,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@SonofJeffersons,Apr 25,"Without carbon, life dies.",0,/SonofJeffersons/status/1783564998289059976,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@kaoru_renraku,Apr 24,"First of all, please quickly solve the ever-increasing global food problem by using IT + cloud + agricultural automation. AI may be useful in a modest way, but the food problem will not be solved unless we develop it in the field so that automatic tractors can plow the rice field",0,/kaoru_renraku/status/1783218139032863165,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@JonsTweeter,Apr 24,"You don't need to, it's supposed to be there",0,/JonsTweeter/status/1783219637879972026,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@JohnDoe1447822,16h,This is kind of funny because of all the harm you are going to the environment by ending Windows 10 support and not letting Windows 11 run on older software.  That’s a lot of ewaste with your name on it.,0,/JohnDoe1447822/status/1784379760807903707,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@eatnoodls2,Apr 24,I want to remove myself from the earth,0,/eatnoodls2/status/1783225500023808155,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Scoffeeing,Apr 26,"I recommend you buy me a new PC because you're the one making my current one obsolete.
Get a lawyer.",0,/Scoffeeing/status/1783854096820146225,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@JohnDoe1447822,16h,This is kind of funny because of all the harm you are going to the environment by ending Windows 10 support and not letting Windows 11 run on older software.  That’s a lot of ewaste with your name on it.,0,/JohnDoe1447822/status/1784379760807903707,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@eatnoodls2,Apr 24,I want to remove myself from the earth,0,/eatnoodls2/status/1783225500023808155,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@Scoffeeing,Apr 26,"I recommend you buy me a new PC because you're the one making my current one obsolete.
Get a lawyer.",0,/Scoffeeing/status/1783854096820146225,28/04/2024 12:37:01
https://twitter.com/Microsoft/status/1783216848890171902,@ADHDadultlife,Apr 26,"It's very embarrassing for #Microsoft  unintelligent windows 11 updater keeps installing old versions of drivers.   
This is common for their software to not outshine and instead fail.    

#TechNews #Windows #BusinessNews",2,/ADHDadultlife/status/1783791926400975177,28/04/2024 12:37:01
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Admkrs,4h,Gut!!! Wir freuen uns auf die beeindruckenden Ergebnisse dieser Partnerschaft.,0,/Admkrs/status/1784554784034369869,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@CreekHug,Apr 27,Is this you guys or a scam ?,0,/CreekHug/status/1784256838306763185,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@The_Nano_bits,Apr 26,Exciting collaboration between Estée Lauder Companies and Microsoft! I believe it's going to bring a significant change. Looking forward to seeing the impactful results of this partnership.,0,/The_Nano_bits/status/1783902317391319122,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@RantCell,Apr 25,Exciting!,0,/RantCell/status/1783357129694564663,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Aquataris,Apr 26,Thank you for making the Authenticator app require a code from the Authenticator app to set up. Now I have to wait thirty days to use my Xbox virtual gift card because the only way to change my phone number is to wait a whole month.,0,/Aquataris/status/1783966174822490433,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@AntiPar2ival,Apr 24,There is a scenario here where we overcorrect and cause more harm than good.,0,/AntiPar2ival/status/1783247802312597729,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@oasisbya,Apr 25,We hope to someday live in a world that is as green as we can possibly achieve as humans,0,/oasisbya/status/1783572752605057333,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@0gregory0,Apr 24,http://movewithsonga.co is working on it ,0,/0gregory0/status/1783217680343834918,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@OptimallyAceTV,Apr 25,Is outlook down cannot send or do anything with my emails,0,/OptimallyAceTV/status/1783577161363779945,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Adity_dev_rai,Apr 26,"It's would be good move for our planet, but we can also think when we run Billion of server in this earth so how can we save this planet? everyone know about it when we run server it produces heat, So In this case we should grows plants or we should make AI?",0,/Adity_dev_rai/status/1783940216769880207,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@vic_m_c_01,Apr 26,Uhh y'all's search thing on Bing is glitching again I'm not getting points for my searches again like come on it was working for the past week and now it's back to not working,0,/vic_m_c_01/status/1784003236602548523,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Mid_tense,7h,Did this scène help your brand or not?,0,/Mid_tense/status/1784507744990478404,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Admkrs,4h,Ohne Kohlenstoff stirbt das Leben.,0,/Admkrs/status/1784555264324088106,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@OG_Bri,Apr 24,What do we have to do to bring the Sidekick back?,0,/OG_Bri/status/1783238875759907250,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@SonofJeffersons,Apr 25,"Without carbon, life dies.",0,/SonofJeffersons/status/1783564998289059976,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@kaoru_renraku,Apr 24,"First of all, please quickly solve the ever-increasing global food problem by using IT + cloud + agricultural automation. AI may be useful in a modest way, but the food problem will not be solved unless we develop it in the field so that automatic tractors can plow the rice field",0,/kaoru_renraku/status/1783218139032863165,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@JonsTweeter,Apr 24,"You don't need to, it's supposed to be there",0,/JonsTweeter/status/1783219637879972026,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@JohnDoe1447822,16h,This is kind of funny because of all the harm you are going to the environment by ending Windows 10 support and not letting Windows 11 run on older software.  That’s a lot of ewaste with your name on it.,0,/JohnDoe1447822/status/1784379760807903707,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@eatnoodls2,Apr 24,I want to remove myself from the earth,0,/eatnoodls2/status/1783225500023808155,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Scoffeeing,Apr 26,"I recommend you buy me a new PC because you're the one making my current one obsolete.
Get a lawyer.",0,/Scoffeeing/status/1783854096820146225,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@JohnDoe1447822,16h,This is kind of funny because of all the harm you are going to the environment by ending Windows 10 support and not letting Windows 11 run on older software.  That’s a lot of ewaste with your name on it.,0,/JohnDoe1447822/status/1784379760807903707,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@eatnoodls2,Apr 24,I want to remove myself from the earth,0,/eatnoodls2/status/1783225500023808155,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@Scoffeeing,Apr 26,"I recommend you buy me a new PC because you're the one making my current one obsolete.
Get a lawyer.",0,/Scoffeeing/status/1783854096820146225,28/04/2024 12:37:07
https://twitter.com/MicrosoftLife/status/1783171548565647822,@ADHDadultlife,Apr 26,"It's very embarrassing for #Microsoft  unintelligent windows 11 updater keeps installing old versions of drivers.   
This is common for their software to not outshine and instead fail.    

#TechNews #Windows #BusinessNews",2,/ADHDadultlife/status/1783791926400975177,28/04/2024 12:37:07
https://twitter.com/Microsoft/status/1783171560427139175,@Admkrs,4h,Gut!!! Wir freuen uns auf die beeindruckenden Ergebnisse dieser Partnerschaft.,0,/Admkrs/status/1784554784034369869,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@CreekHug,Apr 27,Is this you guys or a scam ?,0,/CreekHug/status/1784256838306763185,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@The_Nano_bits,Apr 26,Exciting collaboration between Estée Lauder Companies and Microsoft! I believe it's going to bring a significant change. Looking forward to seeing the impactful results of this partnership.,0,/The_Nano_bits/status/1783902317391319122,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@RantCell,Apr 25,Exciting!,0,/RantCell/status/1783357129694564663,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@Aquataris,Apr 26,Thank you for making the Authenticator app require a code from the Authenticator app to set up. Now I have to wait thirty days to use my Xbox virtual gift card because the only way to change my phone number is to wait a whole month.,0,/Aquataris/status/1783966174822490433,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@AntiPar2ival,Apr 24,There is a scenario here where we overcorrect and cause more harm than good.,0,/AntiPar2ival/status/1783247802312597729,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@oasisbya,Apr 25,We hope to someday live in a world that is as green as we can possibly achieve as humans,0,/oasisbya/status/1783572752605057333,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@0gregory0,Apr 24,http://movewithsonga.co is working on it ,0,/0gregory0/status/1783217680343834918,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@OptimallyAceTV,Apr 25,Is outlook down cannot send or do anything with my emails,0,/OptimallyAceTV/status/1783577161363779945,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@Adity_dev_rai,Apr 26,"It's would be good move for our planet, but we can also think when we run Billion of server in this earth so how can we save this planet? everyone know about it when we run server it produces heat, So In this case we should grows plants or we should make AI?",0,/Adity_dev_rai/status/1783940216769880207,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@vic_m_c_01,Apr 26,Uhh y'all's search thing on Bing is glitching again I'm not getting points for my searches again like come on it was working for the past week and now it's back to not working,0,/vic_m_c_01/status/1784003236602548523,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@Mid_tense,7h,Did this scène help your brand or not?,0,/Mid_tense/status/1784507744990478404,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@Admkrs,4h,Ohne Kohlenstoff stirbt das Leben.,0,/Admkrs/status/1784555264324088106,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@OG_Bri,Apr 24,What do we have to do to bring the Sidekick back?,0,/OG_Bri/status/1783238875759907250,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@SonofJeffersons,Apr 25,"Without carbon, life dies.",0,/SonofJeffersons/status/1783564998289059976,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@kaoru_renraku,Apr 24,"First of all, please quickly solve the ever-increasing global food problem by using IT + cloud + agricultural automation. AI may be useful in a modest way, but the food problem will not be solved unless we develop it in the field so that automatic tractors can plow the rice field",0,/kaoru_renraku/status/1783218139032863165,28/04/2024 12:37:12
https://twitter.com/Microsoft/status/1783171560427139175,@JonsTweeter,Apr 24,"You don't need to, it's supposed to be there",0,/JonsTweeter/status/1783219637879972026,28/04/2024 12:37:12
